mz,int,formula
303.051026,447.3,C15H12O7
303.066282,17.3,C19H12O4
303.072155,251.8,C12H16O9
303.087411,334.2,C16H16O6
303.10854,55.1,C13H20O8
303.123797,212.5,C17H20O5
303.160182,70.4,C18H24O4
304.009889,7.7,C13H7N1O8
304.046275,74.6,C14H11N1O7
304.08266,50.2,C15H15N1O6
304.993905,33.5,C13H6O9
305.015034,12.5,C10H10O11
305.03029,499.6,C14H10O8
305.033661,33.2,C11H14O8S1
305.045547,58,C18H10O5
305.05142,102.4,C11H14O10
305.066676,580.1,C15H14O7
305.081932,15.8,C19H14O4
305.103061,461.3,C16H18O6
305.114294,1.8,C15H18N2O5
305.139446,220.1,C17H22O5
305.175832,10.9,C18H26O4
306.025539,41.8,C13H9N1O8
306.061925,102.8,C14H13N1O7
306.09831,33,C15H17N1O6
307.009555,232.3,C13H8O9
307.024811,75.5,C17H8O6
307.036045,7.5,C16H8N2O5
307.04594,767.8,C14H12O8
307.057174,25.8,C13H12N2O7
307.061196,89.7,C18H12O5
307.082326,849.1,C15H16O7
307.093559,8.2,C14H16N2O6
307.097582,15.4,C19H16O4
307.118711,592,C16H20O6
307.155097,145.8,C17H24O5
308.004804,1.7,C12H7N1O9
308.041189,84.1,C13H11N1O8
308.077575,102.2,C14H15N1O7
308.11396,10.2,C15H19N1O6
308.988819,10.2,C12H6O10
309.004076,19.8,C16H6O7
309.025205,605.8,C13H10O9
309.040461,126.7,C17H10O6
309.051694,3.3,C16H10N2O5
309.06159,1076.7,C14H14O8
309.072824,26,C13H14N2O7
309.076846,80.4,C18H14O5
309.097976,1357.5,C15H18O7
309.113232,17,C19H18O4
309.134361,477.4,C16H22O6
309.170747,16.1,C17H26O5
309.174117,19.3,C14H30O5S1
310.056839,149.3,C13H13N1O8
310.093225,73.1,C14H17N1O7
310.12961,2.9,C15H21N1O6
311.00447,106.9,C12H8O10
311.019726,101.2,C16H8O7
311.040855,1192.1,C13H12O9
311.052088,27.2,C12H12N2O8
311.056111,168.4,C17H12O6
311.07724,1663.1,C14H16O8
311.088474,16.3,C13H16N2O7
311.092497,86.4,C18H16O5
311.113626,1225.5,C15H20O7
311.128882,17.2,C19H20O4
311.150011,135.9,C16H24O6
311.168638,270.7,C17H28O3S1
312.036104,82.7,C12H11N1O9
312.072489,134.2,C13H15N1O8
312.108875,5.7,C14H19N1O7
312.99899,26.5,C15H6O8
313.020119,452.1,C12H10O10
313.035376,209.3,C16H10O7
313.056505,1571.5,C13H14O9
313.071761,185.8,C17H14O6
313.09289,1436,C14H18O8
313.108146,97.3,C18H18O5
313.129276,379.5,C15H22O7
313.144532,48,C19H22O4
314.051754,99.3,C12H13N1O9
314.088139,39.3,C13H17N1O8
315.01464,176.6,C15H8O8
315.03577,964.7,C12H12O10
315.051026,288.7,C16H12O7
315.072155,978.4,C13H16O9
315.087411,207.2,C17H16O6
315.10854,434.6,C14H20O8
315.123797,152.2,C18H20O5
315.144926,28.4,C15H24O7
315.160182,41.4,C19H24O4
316.009889,1.6,C14H7N1O8
316.046275,57.1,C15H11N1O7
316.08266,41.1,C16H15N1O6
316.993905,37.3,C14H6O9
316.997276,3.5,C11H10O9S1
317.012532,38.5,C15H10O6S1
317.015034,109.5,C11H10O11
317.03029,359.7,C15H10O8
317.045547,28.9,C19H10O5
317.05142,576.9,C12H14O10
317.066676,401.5,C16H14O7
317.081932,5.3,C20H14O4
317.087805,212.7,C13H18O9
317.103061,294.9,C17H18O6
317.12419,15.5,C14H22O8
317.139446,172.9,C18H22O5
317.175832,20.4,C19H26O4
318.025539,31,C14H9N1O8
318.061925,83.2,C15H13N1O7
318.09831,26.8,C16H17N1O6
319.009555,171.7,C14H8O9
319.030684,130.3,C11H12O11
319.04594,594.2,C15H12O8
319.057174,42.7,C14H12N2O7
319.061196,45.9,C19H12O5
319.06707,94.4,C12H16O10
319.082326,522.6,C16H16O7
319.093559,14.3,C15H16N2O6
319.118711,401.6,C17H20O6
319.155097,158.2,C18H24O5
320.041189,91.1,C14H11N1O8
320.077575,72.7,C15H15N1O7
320.988819,1.6,C13H6O10
321.025205,502.4,C14H10O9
321.040461,86.3,C18H10O6
321.06159,803.1,C15H14O8
321.072824,35.5,C14H14N2O7
321.076846,47.9,C19H14O5
321.097976,807,C16H18O7
321.109209,6.1,C15H18N2O6
321.113232,3.4,C20H18O4
321.134361,459.3,C17H22O6
321.170747,78.4,C18H26O5
322.020454,13.2,C13H9N1O9
322.056839,127.7,C14H13N1O8
322.093225,77,C15H17N1O7
323.00447,129.9,C13H8O10
323.015703,1.9,C12H8N2O9
323.019726,77.2,C17H8O7
323.040855,982.9,C14H12O9
323.052088,27.5,C13H12N2O8
323.056111,128.6,C18H12O6
323.067344,6.4,C17H12N2O5
323.07724,1298.5,C15H16O8
323.088474,35.3,C14H16N2O7
323.092497,45.6,C19H16O5
323.113626,1141.5,C16H20O7
323.128882,7.7,C20H20O4
323.150011,292.7,C17H24O6
323.186397,1.9,C18H28O5
324.036104,87.6,C13H11N1O9
324.072489,155.2,C14H15N1O8
324.108875,36.2,C15H19N1O7
324.99899,21.4,C16H6O8
325.020119,488.3,C13H10O10
325.035376,151.5,C17H10O7
325.056505,1617.5,C14H14O9
325.067738,49.5,C13H14N2O8
325.071761,133.5,C18H14O6
325.09289,1936.2,C15H18O8
325.104124,3.5,C14H18N2O7
325.108146,61.2,C19H18O5
325.129276,772.4,C16H22O7
325.144532,9.3,C20H22O4
325.165661,71.6,C17H26O6
325.184288,272.2,C18H30O3S1
326.051754,143.8,C13H13N1O9
326.088139,94.3,C14H17N1O8
326.103396,1.8,C18H17N1O5
326.999384,10.1,C12H8O11
327.01464,118.5,C16H8O8
327.03577,1340.6,C13H12O10
327.051026,212.8,C17H12O7
327.072155,1816,C14H16O9
327.083388,12.5,C13H16N2O8
327.087411,152,C18H16O6
327.10854,1339.9,C15H20O8
327.119774,2.2,C14H20N2O7
327.123797,96.6,C19H20O5
327.144926,186,C16H24O7
327.160182,23,C20H24O4
328.009889,1.9,C15H7N1O8
328.067404,111.4,C13H15N1O9
328.08266,10.2,C17H15N1O6
328.103789,9.8,C14H19N1O8
328.119046,2.9,C18H19N1O5
328.993905,11.6,C15H6O9
328.997276,8.4,C12H10O9S1
329.015034,281.7,C12H10O11
329.03029,274,C16H10O8
329.05142,1506.4,C13H14O10
329.062653,7.3,C12H14N2O9
329.066676,295.2,C17H14O7
329.087805,998.3,C14H18O9
329.103061,201.1,C18H18O6
329.12419,319.8,C15H22O8
329.139446,130.9,C19H22O5
329.160576,1.9,C16H26O7
329.175832,8.4,C20H26O4
330.025539,16.5,C15H9N1O8
330.061925,49.9,C16H13N1O7
330.083054,23.8,C13H17N1O9
330.09831,7.6,C17H17N1O6
331.009555,156.6,C15H8O9
331.030684,516.4,C12H12O11
331.04594,455.4,C16H12O8
331.061196,26.1,C20H12O5
331.06707,598.8,C13H16O10
331.082326,396.8,C17H16O7
331.103455,208,C14H20O9
331.118711,297.3,C18H20O6
331.13984,1.6,C15H24O8
331.155097,131,C19H24O5
332.041189,83.2,C15H11N1O8
332.077575,71.7,C16H15N1O7
332.11396,5.8,C17H19N1O6
333.007447,14.9,C15H10O7S1
333.009949,18.2,C11H10O12
333.025205,441.9,C15H10O9
333.040461,57.8,C19H10O6
333.046334,243,C12H14O11
333.06159,674.7,C16H14O8
333.072824,46.9,C15H14N2O7
333.076846,18.3,C20H14O5
333.082719,86.1,C13H18O10
333.097976,544.1,C17H18O7
333.109209,6.3,C16H18N2O6
333.134361,407.7,C18H22O6
333.170747,102.5,C19H26O5
334.020454,27.4,C14H9N1O9
334.056839,130.4,C15H13N1O8
334.093225,77.9,C16H17N1O7
334.12961,2.3,C17H21N1O6
335.00447,113.4,C14H8O10
335.019726,60,C18H8O7
335.040855,860.1,C15H12O9
335.056111,89.1,C19H12O6
335.061984,25.4,C12H16O11
335.07724,930.6,C16H16O8
335.088474,51.3,C15H16N2O7
335.092497,23.6,C20H16O5
335.113626,877.5,C17H20O7
335.150011,407.6,C18H24O6
335.186397,23.6,C19H28O5
336.036104,94.5,C14H11N1O9
336.072489,148.4,C15H15N1O8
336.108875,50.8,C16H19N1O7
337.020119,495.3,C14H10O10
337.035376,128.3,C18H10O7
337.056505,1383.1,C15H14O9
337.067738,72.6,C14H14N2O8
337.071761,92.4,C19H14O6
337.09289,1485.8,C16H18O8
337.104124,18.4,C15H18N2O7
337.108146,34,C20H18O5
337.129276,1064.1,C17H22O7
337.144532,5.1,C21H22O4
337.165661,202.9,C18H26O6
337.205418,1.8,C16H34O5S1
338.051754,168.1,C14H13N1O9
338.088139,136.1,C15H17N1O8
338.124525,14,C16H21N1O7
338.999384,55.7,C13H8O11
339.01464,89.8,C17H8O8
339.018011,49.8,C14H12O8S1
339.03577,1368.3,C14H12O10
339.047003,34.4,C13H12N2O9
339.051026,181.7,C18H12O7
339.072155,1987.9,C15H16O9
339.083388,55.8,C14H16N2O8
339.087411,107.1,C19H16O6
339.093284,132.8,C12H20O11
339.10854,1894.1,C16H20O8
339.119774,2.9,C15H20N2O7
339.123797,43.2,C20H20O5
339.144926,557.7,C17H24O7
339.160182,4.2,C21H24O4
339.181311,26.2,C18H28O6
339.199938,169.3,C19H32O3S1
340.031019,80.5,C13H11N1O10
340.067404,209.3,C14H15N1O9
340.103789,75.3,C15H19N1O8
340.993905,20,C16H6O9
340.997276,4.9,C13H10O9S1
341.015034,390.2,C13H10O11
341.03029,203.1,C17H10O8
341.033661,52.7,C14H14O8S1
341.05142,2230.6,C14H14O10
341.062653,41.7,C13H14N2O9
341.066676,228.9,C18H14O7
341.087805,2136,C15H18O9
341.099038,6.9,C14H18N2O8
341.103061,137.7,C19H18O6
341.12419,1009,C16H22O8
341.139446,77.4,C20H22O5
341.160576,112.7,C17H26O7
341.175832,14.3,C21H26O4
342.025539,17.9,C16H9N1O8
342.046669,117.6,C13H13N1O10
342.061925,54.6,C17H13N1O7
342.083054,118.6,C14H17N1O9
342.09831,4.5,C18H17N1O6
343.009555,135.1,C16H8O9
343.030684,1210.9,C13H12O11
343.04594,350.1,C17H12O8
343.06707,1798.3,C14H16O10
343.082326,283.3,C18H16O7
343.103455,1066.3,C15H20O9
343.118711,216.8,C19H20O6
343.13984,203.7,C16H24O8
343.155097,94.7,C20H24O5
344.004804,2.2,C15H7N1O9
344.041189,68,C16H11N1O8
344.062319,78.8,C13H15N1O10
344.077575,54.4,C17H15N1O7
344.11396,1.5,C18H19N1O6
344.988819,8.4,C15H6O10
344.99219,3.8,C12H10O10S1
345.009949,125.6,C12H10O12
345.025205,373,C16H10O9
345.046334,1104.1,C13H14O11
345.06159,522.5,C17H14O8
345.076846,21.1,C21H14O5
345.082719,653.4,C14H18O10
345.097976,429,C18H18O7
345.109209,7.5,C17H18N2O6
345.119105,190.4,C15H22O9
345.134361,304.9,C19H22O6
345.170746,94.5,C20H26O5
346.020454,35.3,C15H9N1O9
346.056839,113.6,C16H13N1O8
346.093225,55.6,C17H17N1O7
347.00447,115.1,C15H8O10
347.025599,213.7,C12H12O12
347.040855,747.2,C16H12O9
347.056111,72.6,C20H12O6
347.061984,301,C13H16O11
347.07724,720.8,C17H16O8
347.088474,45.8,C16H16N2O7
347.098369,83.1,C14H20O10
347.113626,669.3,C18H20O7
347.150011,385.3,C19H24O6
347.186397,61.1,C20H28O5
348.036104,105.2,C15H11N1O9
348.072489,144.6,C16H15N1O8
348.108875,50,C17H19N1O7
348.99899,9.7,C18H6O8
349.020119,469.1,C15H10O10
349.041249,94.5,C12H14O12
349.056505,1151.2,C16H14O9
349.067738,63.4,C15H14N2O8
349.071761,82.2,C20H14O6
349.09289,1116.4,C17H18O8
349.104124,39.6,C16H18N2O7
349.108146,15.2,C21H18O5
349.129276,994,C18H22O7
349.165661,295.5,C19H26O6
350.015369,16.6,C14H9N1O10
350.051754,173.1,C15H13N1O9
350.088139,140,C16H17N1O8
350.124525,16.9,C17H21N1O7
350.999384,63.7,C14H8O11
351.01464,81.7,C18H8O8
351.03577,1208.4,C15H12O10
351.047003,41.5,C14H12N2O9
351.051026,147.1,C19H12O7
351.072155,1611.5,C16H16O9
351.083388,91.5,C15H16N2O8
351.087411,79.2,C20H16O6
351.10854,1786,C17H20O8
351.119774,6.4,C16H20N2O7
351.123797,17.3,C21H20O5
351.144926,938.9,C18H24O7
351.181311,113.9,C19H28O6
352.031019,87.5,C14H11N1O10
352.067404,227.7,C15H15N1O9
352.103789,98.3,C16H19N1O8
352.140175,4.4,C17H23N1O7
353.015034,439,C14H10O11
353.03029,161.2,C18H10O8
353.05142,2169.2,C15H14O10
353.062653,70.1,C14H14N2O9
353.066676,180.7,C19H14O7
353.087805,2366.4,C16H18O9
353.099038,64.4,C15H18N2O8
353.103061,99.9,C20H18O6
353.12419,1802.9,C17H22O8
353.139446,44.3,C21H22O5
353.160576,392.2,C18H26O7
353.200332,12,C16H34O6S1
354.046669,172.5,C14H13N1O10
354.083054,204.6,C15H17N1O9
354.119439,36.4,C16H21N1O8
354.994299,13.8,C13H8O12
355.009555,109.2,C17H8O9
355.030684,1549,C14H12O11
355.041918,36.2,C13H12N2O10
355.04594,273.8,C18H12O8
355.06707,2648.1,C15H16O10
355.078303,59.8,C14H16N2O9
355.082326,206.6,C19H16O7
355.088199,75.9,C12H20O12
355.103455,2265.7,C16H20O9
355.118711,140.8,C20H20O6
355.13984,748.6,C17H24O8
355.155097,59.8,C21H24O5
355.176226,61.5,C18H28O7
355.191482,1.5,C22H28O4
356.062319,201,C14H15N1O10
356.077575,38,C18H15N1O7
356.098704,75.9,C15H19N1O9
356.135089,2.5,C16H23N1O8
357.009949,264.9,C13H10O12
357.025205,300.8,C17H10O9
357.046334,2386.5,C14H14O11
357.06159,415.4,C18H14O8
357.082719,1880,C15H18O10
357.097976,283.7,C19H18O7
357.119105,864.3,C16H22O9
357.134361,198.2,C20H22O6
357.15549,132.7,C17H26O8
357.170746,77.1,C21H26O5
358.020454,25.4,C16H9N1O9
358.056839,100.2,C17H13N1O8
358.077969,101,C14H17N1O10
358.093225,45.1,C18H17N1O7
359.00447,129,C16H8O10
359.025599,766.2,C13H12O12
359.040855,606.4,C17H12O9
359.061984,1336.3,C14H16O11
359.07724,566.2,C18H16O8
359.098369,631.1,C15H20O10
359.113626,489.3,C19H20O7
359.134755,136.6,C16H24O9
359.150011,291.6,C20H24O6
359.186397,52.9,C21H28O5
360.036104,118.5,C16H11N1O9
360.072489,117.3,C17H15N1O8
360.108875,32.4,C18H19N1O7
361.004863,17.2,C12H10O13
361.020119,437.7,C16H10O10
361.041249,575,C13H14O12
361.056505,945.8,C17H14O9
361.067738,85.6,C16H14N2O8
361.071761,57.8,C21H14O6
361.077634,289.1,C14H18O11
361.09289,817,C18H18O8
361.104124,45.6,C17H18N2O7
361.108146,9.4,C22H18O5
361.114019,75.5,C15H22O10
361.129276,749.2,C19H22O7
361.165661,313.6,C20H26O6
361.202047,6.1,C21H30O5
362.015369,24,C15H9N1O10
362.051754,173.5,C16H13N1O9
362.088139,134,C17H17N1O8
362.124525,27.2,C18H21N1O7
362.999384,73.4,C15H8O11
363.03577,1088,C16H12O10
363.047003,73.8,C15H12N2O9
363.051026,107.9,C20H12O7
363.056899,128.6,C13H16O12
363.072155,1282.3,C17H16O9
363.083388,85.2,C16H16N2O8
363.087411,67.1,C21H16O6
363.093284,5.5,C14H20O11
363.10854,1350.3,C18H20O8
363.119774,14.2,C17H20N2O7
363.123797,13.4,C22H20O5
363.144926,940.6,C19H24O7
363.181311,195.3,C20H28O6
364.031019,95.9,C15H11N1O10
364.067404,231,C16H15N1O9
364.103789,110,C17H19N1O8
364.140175,6.4,C18H23N1O7
365.015034,414.5,C15H10O11
365.05142,1826.8,C16H14O10
365.062653,81.5,C15H14N2O9
365.066676,135.1,C20H14O7
365.087805,1879.4,C17H18O9
365.099038,78.7,C16H18N2O8
365.103061,70.7,C21H18O6
365.12419,1895.4,C18H22O8
365.139446,11.6,C22H22O5
365.160576,675.9,C19H26O7
365.196961,40,C20H30O6
366.046669,194.7,C15H13N1O10
366.083054,215.6,C16H17N1O9
366.119439,75.3,C17H21N1O8
367.009555,89.8,C18H8O9
367.030684,1403.9,C15H12O11
367.04594,202.2,C19H12O8
367.06707,2453.3,C16H16O10
367.078303,97.1,C15H16N2O9
367.082326,154.5,C20H16O7
367.103455,2636.8,C17H20O9
367.114688,30.8,C16H20N2O8
367.118711,79.2,C21H20O6
367.129945,8.1,C20H20N2O5
367.13984,1566.1,C18H24O8
367.155097,35.8,C22H24O5
367.176226,238.9,C19H28O7
368.025933,38.9,C14H11N1O11
368.062319,250.9,C15H15N1O10
368.098704,164.1,C16H19N1O9
368.135089,10.1,C17H23N1O8
369.009949,313.4,C14H10O12
369.025205,235.1,C18H10O9
369.046334,2824.2,C15H14O11
369.057568,51.4,C14H14N2O10
369.06159,286,C19H14O8
369.082719,2708,C16H18O10
369.093953,56.3,C15H18N2O9
369.097976,206.6,C20H18O7
369.119105,2113.4,C17H22O9
369.134361,131.3,C21H22O6
369.15549,510,C18H26O8
369.170746,29.8,C22H26O5
369.191876,16.3,C19H30O7
370.020454,28.8,C17H9N1O9
370.041583,114.5,C14H13N1O11
370.056839,73.9,C18H13N1O8
370.077969,212.3,C15H17N1O10
370.093225,26.4,C19H17N1O7
370.114354,52.5,C16H21N1O9
371.00447,118.6,C17H8O10
371.025599,1303.1,C14H12O12
371.040855,417.1,C18H12O9
371.061984,2693.3,C15H16O11
371.07724,412.9,C19H16O8
371.098369,1845.6,C16H20O10
371.113626,294.5,C20H20O7
371.134755,694.6,C17H24O9
371.150011,202.1,C21H24O6
371.17114,71,C18H28O8
371.186397,55.5,C22H28O5
372.036104,76.9,C17H11N1O9
372.057233,132.5,C14H15N1O11
372.072489,83,C18H15N1O8
372.093618,73.7,C15H19N1O10
372.108875,24.7,C19H19N1O7
372.130004,1.5,C16H23N1O9
373.004863,108.9,C13H10O13
373.020119,350.4,C17H10O10
373.041249,1731.3,C14H14O12
373.056505,695.4,C18H14O9
373.077634,1249.5,C15H18O11
373.09289,582.2,C19H18O8
373.104124,16.5,C18H18N2O7
373.114019,533.9,C16H22O10
373.129276,466.8,C20H22O7
373.150405,91.7,C17H26O9
373.165661,217.4,C21H26O6
373.202047,10.5,C22H30O5
374.015369,26.5,C16H9N1O10
374.051754,157.5,C17H13N1O9
374.072883,34.3,C14H17N1O11
374.088139,91,C18H17N1O8
374.124525,18.4,C19H21N1O7
374.999384,89,C16H8O11
375.020513,264,C13H12O13
375.03577,878,C17H12O10
375.056899,757.4,C14H16O12
375.072155,974.5,C18H16O9
375.083388,87.5,C17H16N2O8
375.093284,244.8,C15H20O11
375.10854,918.9,C19H20O8
375.119774,10.7,C18H20N2O7
375.129669,48.7,C16H24O10
375.144926,697.6,C20H24O7
375.181311,193.8,C21H28O6
376.031019,110,C16H11N1O10
376.067404,211.8,C17H15N1O9
376.103789,100.3,C18H19N1O8
376.140175,10.9,C19H23N1O7
377.015034,401.4,C16H10O11
377.036163,172.4,C13H14O13
377.05142,1482.7,C17H14O10
377.062653,84.3,C16H14N2O9
377.072549,112.2,C14H18O12
377.087805,1358.9,C18H18O9
377.099038,75.5,C17H18N2O8
377.12419,1444.4,C19H22O8
377.160576,718.4,C20H26O7
377.196961,86.9,C21H30O6
378.046669,190.3,C16H13N1O10
378.083054,189.1,C17H17N1O9
378.119439,87.4,C18H21N1O8
378.994299,31,C15H8O12
379.009555,57.4,C19H8O9
379.030684,1187.4,C16H12O11
379.057174,12.4,C19H12N2O7
379.06707,1923.1,C17H16O10
379.078303,108.8,C16H16N2O9
379.082326,103.7,C21H16O7
379.103455,2058.8,C18H20O9
379.114688,54.5,C17H20N2O8
379.13984,1715.2,C19H24O8
379.176226,385.7,C20H28O7
380.025933,55.7,C15H11N1O11
380.062319,273.2,C16H15N1O10
380.098704,174,C17H19N1O9
380.135089,35.8,C18H23N1O8
381.009949,277.8,C15H10O12
381.025205,162.9,C19H10O9
381.046334,2355.6,C16H14O11
381.057568,82.6,C15H14N2O10
381.06159,226.7,C20H14O8
381.082719,2426.1,C17H18O10
381.093953,100,C16H18N2O9
381.097976,118.2,C21H18O7
381.119105,2620.2,C18H22O9
381.134361,73.1,C22H22O6
381.15549,1028.3,C19H26O8
381.170746,27.1,C23H26O5
381.191876,109.4,C20H30O7
381.231632,3.2,C18H38O6S1
382.041583,161.4,C15H13N1O11
382.077969,261.3,C16H17N1O10
382.114354,108.7,C17H21N1O9
382.150739,2.7,C18H25N1O8
383.00447,92.4,C18H8O10
383.025599,1227.8,C15H12O12
383.040855,286.7,C19H12O9
383.061984,2971.6,C16H16O11
383.073217,77.9,C15H16N2O10
383.07724,256,C20H16O8
383.098369,2665.8,C17H20O10
383.113626,165.3,C21H20O7
383.134755,1604.2,C18H24O9
383.150011,122.1,C22H24O6
383.17114,290.2,C19H28O8
383.186397,26.3,C23H28O5
384.020848,22.6,C14H11N1O12
384.036104,75.5,C18H11N1O9
384.057233,216.2,C15H15N1O11
384.072489,66.9,C19H15N1O8
384.093618,169.2,C16H19N1O10
384.108875,22.3,C20H19N1O7
384.130004,17.1,C17H23N1O9
384.983734,5.8,C17H6O11
385.004863,157.6,C14H10O13
385.020119,276.7,C18H10O10
385.041249,2463,C15H14O12
385.056505,477.6,C19H14O9
385.077634,2287.3,C16H18O11
385.09289,349.3,C20H18O8
385.114019,1575.1,C17H22O10
385.129276,271.8,C21H22O7
385.150405,446.6,C18H26O9
385.165661,162,C22H26O6
385.18679,16.9,C19H30O8
385.202047,20.9,C23H30O5
386.015369,23.4,C17H9N1O10
386.051754,111.7,C18H13N1O9
386.072883,146.9,C15H17N1O11
386.088139,80.4,C19H17N1O8
386.109269,34,C16H21N1O10
386.124525,5.8,C20H21N1O7
386.999384,92.8,C17H8O11
387.020513,642.7,C14H12O13
387.03577,612.9,C18H12O10
387.056899,2017.5,C15H16O12
387.072155,705.3,C19H16O9
387.093284,1019.7,C16H20O11
387.10854,560.7,C20H20O8
387.129669,392,C17H24O10
387.144926,420.2,C21H24O7
387.166055,34.3,C18H28O9
387.181311,161.2,C22H28O6
388.031019,91.7,C17H11N1O10
388.067404,153.3,C18H15N1O9
388.088533,21.7,C15H19N1O11
388.103789,69.4,C19H19N1O8
388.140175,4.6,C20H23N1O7
389.015034,322.8,C17H10O11
389.036163,728.1,C14H14O13
389.05142,1087.4,C18H14O10
389.062653,81.1,C17H14N2O9
389.072549,652.1,C15H18O12
389.087805,920.2,C19H18O9
389.099038,49.4,C18H18N2O8
389.108934,211,C16H22O11
389.12419,866.1,C20H22O8
389.14532,22.1,C17H26O10
389.160576,525.9,C21H26O7
389.196961,120.4,C22H30O6
390.046669,183.9,C17H13N1O10
390.083054,170.3,C18H17N1O9
390.119439,57.7,C19H21N1O8
390.155825,3.1,C20H25N1O7
391.009555,35.2,C20H8O9
391.015428,43.7,C13H12O14
391.030684,919.3,C17H12O11
391.041918,30,C16H12N2O10
391.051813,289.4,C14H16O13
391.057174,7.7,C20H12N2O7
391.06707,1488,C18H16O10
391.078303,93.9,C17H16N2O9
391.082326,78.4,C22H16O7
391.088199,88.6,C15H20O12
391.103455,1357.5,C19H20O9
391.114688,49.3,C18H20N2O8
391.118711,23,C23H20O6
391.13984,1270.2,C20H24O8
391.176226,426.3,C21H28O7
391.212611,34.2,C22H32O6
392.025933,57.2,C16H11N1O11
392.062319,244.7,C17H15N1O10
392.098704,138,C18H19N1O9
392.135089,36.7,C19H23N1O8
392.99219,3.8,C16H10O10S1
393.009949,237.8,C16H10O12
393.025205,106.4,C20H10O9
393.046334,1779.1,C17H14O11
393.057568,83.7,C16H14N2O10
393.06159,149.9,C21H14O8
393.082719,1746,C18H18O10
393.093953,103.9,C17H18N2O9
393.097976,79.6,C22H18O7
393.119105,2064.5,C19H22O9
393.130338,18.8,C18H22N2O8
393.134361,29.4,C23H22O6
393.15549,1188.3,C20H26O8
393.191876,177.8,C21H30O7
394.041583,171.4,C16H13N1O11
394.077969,253.6,C17H17N1O10
394.114354,120.7,C18H21N1O9
394.150739,12,C19H25N1O8
395.00447,54.8,C19H8O10
395.025599,962.7,C16H12O12
395.040855,219.3,C20H12O9
395.061984,2367.6,C17H16O11
395.073217,106.5,C16H16N2O10
395.07724,169.5,C21H16O8
395.098369,2395.6,C18H20O10
395.109603,68.9,C17H20N2O9
395.113626,93.3,C22H20O7
395.134755,2100.6,C19H24O9
395.150011,54.6,C23H24O6
395.17114,571.3,C20H28O8
395.186397,4.9,C24H28O5
395.207526,24.6,C21H32O7
396.057233,231.7,C16H15N1O11
396.093618,194.3,C17H19N1O10
396.130004,57.6,C18H23N1O9
397.004863,137.2,C15H10O13
397.020119,184.8,C19H10O10
397.041249,2256.1,C16H14O12
397.056505,316.4,C20H14O9
397.077634,2462.1,C17H18O11
397.088867,87.9,C16H18N2O10
397.09289,208.9,C21H18O8
397.114019,2355.7,C18H22O10
397.129276,153,C22H22O7
397.150405,1023.4,C19H26O9
397.165661,83.6,C23H26O6
397.18679,133.6,C20H30O8
397.202047,4.8,C24H30O5
397.226547,6.1,C18H38O7S1
398.015369,11.3,C18H9N1O10
398.051754,77.6,C19H13N1O9
398.072883,219.4,C16H17N1O11
398.088139,42.8,C20H17N1O8
398.109269,81.9,C17H21N1O10
398.124525,3.1,C21H21N1O7
398.999384,74.3,C18H8O11
399.020513,715.2,C15H12O13
399.03577,390.9,C19H12O10
399.056899,2737.6,C16H16O12
399.072155,427.8,C20H16O9
399.093284,1859.1,C17H20O11
399.10854,309.2,C21H20O8
399.129669,1186.2,C18H24O10
399.144926,246.2,C22H24O7
399.166055,248.2,C19H28O9
399.181311,112.9,C23H28O6
399.217696,2.8,C24H32O5
400.031019,86.5,C18H11N1O10
400.052148,108,C15H15N1O12
400.067404,110.8,C19H15N1O9
400.088533,116.7,C16H19N1O11
400.103789,34.7,C20H19N1O8
400.124919,7.4,C17H23N1O10
400.999778,37.7,C14H10O14
401.015034,257.9,C18H10O11
401.036163,1380.6,C15H14O13
401.05142,688,C19H14O10
401.072549,1559.2,C16H18O12
401.087805,567.4,C20H18O9
401.108934,764.2,C17H22O11
401.12419,492.3,C21H22O8
401.14532,273.7,C18H26O10
401.160576,333.5,C22H26O7
401.181705,3.6,C19H30O9
401.196961,99.3,C23H30O6
402.010283,8.4,C17H9N1O11
402.046669,151.4,C18H13N1O10
402.067798,49.4,C15H17N1O12
402.083054,132.1,C19H17N1O9
402.119439,40.6,C20H21N1O8
402.994299,43.2,C17H8O12
403.015428,171.9,C14H12O14
403.030684,675.2,C18H12O11
403.051813,953.3,C15H16O13
403.06707,1006.3,C19H16O10
403.078303,74.4,C18H16N2O9
403.088199,442.3,C16H20O12
403.103455,807,C20H20O9
403.114688,35.9,C19H20N2O8
403.124584,139.6,C17H24O11
403.13984,739,C21H24O8
403.160969,10.9,C18H28O10
403.176226,369.9,C22H28O7
403.212611,47.6,C23H32O6
404.025933,62,C17H11N1O11
404.062319,195.9,C18H15N1O10
404.098704,119.3,C19H19N1O9
404.135089,32.3,C20H23N1O8
405.009949,200.8,C17H10O12
405.031078,173.5,C14H14O14
405.046334,1291,C18H14O11
405.067463,259.1,C15H18O13
405.082719,1189.3,C19H18O10
405.093953,89.8,C18H18N2O9
405.103849,54.4,C16H22O12
405.119105,1242.8,C20H22O9
405.130338,10.6,C19H22N2O8
405.15549,890,C21H26O8
405.191876,242.2,C22H30O7
406.041583,148.9,C17H13N1O11
406.077969,204.4,C18H17N1O10
406.114354,95.7,C19H21N1O9
406.150739,10.2,C20H25N1O8
407.00447,30.5,C20H8O10
407.025599,751.4,C17H12O12
407.040855,138.6,C21H12O9
407.061984,1688.9,C18H16O11
407.073217,94.4,C17H16N2O10
