mz,int,formula
407.098369,1578.4,C19H20O10
407.109603,80.9,C18H20N2O9
407.113626,61.5,C23H20O7
407.134755,1659.2,C20H24O9
407.17114,659.3,C21H28O8
407.207526,77.5,C22H32O7
408.020848,17.5,C16H11N1O12
408.057233,223.1,C17H15N1O11
408.093618,187.8,C18H19N1O10
408.130004,63.7,C19H23N1O9
409.004863,107.4,C16H10O13
409.020119,112.3,C20H10O10
409.041249,1636.1,C17H14O12
409.056505,181.6,C21H14O9
409.077634,1895.9,C18H18O11
409.088867,93.4,C17H18N2O10
409.09289,129.3,C22H18O8
409.114019,2073.7,C19H22O10
409.129276,68.2,C23H22O7
409.150405,1327.5,C20H26O9
409.165661,32.8,C24H26O6
409.18679,246,C21H30O8
410.072883,221.4,C17H17N1O11
410.109269,127.8,C18H21N1O10
410.145654,11.9,C19H25N1O9
410.999384,44.4,C19H8O11
411.020513,606.4,C16H12O13
411.03577,253.8,C20H12O10
411.056899,2250.7,C17H16O12
411.072155,250.5,C21H16O9
411.093284,1965.1,C18H20O11
411.104517,75.4,C17H20N2O10
411.10854,162,C22H20O8
411.129669,1754.5,C19H24O10
411.144926,115.1,C23H24O7
411.166055,546.2,C20H28O9
411.181311,57.8,C24H28O6
411.20244,41.8,C21H32O8
412.031019,30.1,C19H11N1O10
412.067404,62.1,C20H15N1O9
412.088533,161.9,C17H19N1O11
412.103789,11.3,C21H19N1O8
412.124919,33.8,C18H23N1O10
412.978649,2.2,C18H6O12
412.999778,29.3,C15H10O14
413.015034,176.5,C19H10O11
413.036163,1468.7,C16H14O13
413.05142,414.8,C20H14O10
413.072549,1967,C17H18O12
413.087805,313.1,C21H18O9
413.108934,1428.6,C18H22O11
413.12419,259,C22H22O8
413.14532,739,C19H26O10
413.160576,176.7,C23H26O7
413.181705,112.7,C20H30O9
413.196961,55.7,C24H30O6
414.010283,8.4,C18H9N1O11
414.046669,94.5,C19H13N1O10
414.067798,114.1,C16H17N1O12
414.083054,64.5,C20H17N1O9
414.119439,13.9,C21H21N1O8
414.994299,48.7,C18H8O12
415.015428,293.1,C15H12O14
415.030684,420.3,C19H12O11
415.051813,1626.5,C16H16O13
415.06707,565.9,C20H16O10
415.082326,24.6,C24H16O7
415.088199,1037.3,C17H20O12
415.103455,450.3,C21H20O9
415.124584,552.5,C18H24O11
415.13984,380.5,C22H24O8
415.151074,2,C21H24N2O7
415.16097,139.6,C19H28O10
415.176226,218.1,C23H28O7
415.212611,32.1,C24H32O6
416.025933,61.5,C18H11N1O11
416.062319,139.1,C19H15N1O10
416.083448,43.9,C16H19N1O12
416.098704,82.2,C20H19N1O9
416.135089,19.4,C21H23N1O8
417.009949,163.5,C18H10O12
417.031078,472.2,C15H14O14
417.046334,808.5,C19H14O11
417.067463,789.4,C16H18O13
417.082719,765.9,C20H18O10
417.093953,56,C19H18N2O9
417.097976,13.2,C24H18O7
417.103849,299.9,C17H22O12
417.119105,672.8,C21H22O9
417.134361,7.1,C25H22O6
417.140234,89.7,C18H26O11
417.15549,557.8,C22H26O8
417.191876,199.4,C23H30O7
418.005198,1.7,C17H9N1O12
418.041583,139.6,C18H13N1O11
418.077969,150.3,C19H17N1O10
418.114354,58.1,C20H21N1O9
418.150739,7,C21H25N1O8
419.010342,11.7,C14H12O15
419.025599,550.4,C18H12O12
419.046728,299.8,C15H16O14
419.061984,1132.9,C19H16O11
419.073217,81,C18H16N2O10
419.07724,64.9,C23H16O8
419.083113,155.5,C16H20O13
419.098369,972.1,C20H20O10
419.109603,50.3,C19H20N2O9
419.113626,23.7,C24H20O7
419.134755,966.3,C21H24O9
419.17114,582.8,C22H28O8
419.207526,114.4,C23H32O7
420.020848,13.4,C17H11N1O12
420.057233,182.9,C18H15N1O11
420.093618,136,C19H19N1O10
420.130004,42.7,C20H23N1O9
421.004863,95.7,C17H10O13
421.041249,1167.5,C18H14O12
421.056505,119,C22H14O9
421.077634,1278.2,C19H18O11
421.088867,77.6,C18H18N2O10
421.09289,67,C23H18O8
421.114019,1269.8,C20H22O10
421.125253,30,C19H22N2O9
421.150405,1100.5,C21H26O9
421.18679,335.2,C22H30O8
421.223176,12.5,C23H34O7
422.072883,178.7,C18H17N1O11
422.109269,100.3,C19H21N1O10
422.145654,26.9,C20H25N1O9
423.020513,435,C17H12O13
423.03577,134.6,C21H12O10
423.056899,1579.2,C18H16O12
423.068132,78.7,C17H16N2O11
423.072155,145.6,C22H16O9
423.093284,1416.1,C19H20O11
423.104517,68.5,C18H20N2O10
423.10854,85.5,C23H20O8
423.129669,1542.9,C20H24O10
423.144926,50.8,C24H24O7
423.166055,706.2,C21H28O9
423.181311,5.9,C25H28O6
423.20244,107.4,C22H32O8
424.031019,22.9,C20H11N1O10
424.067404,38.2,C21H15N1O9
424.088533,156.1,C18H19N1O11
424.124919,63.7,C19H23N1O10
424.999778,14,C16H10O14
425.015034,104,C20H10O11
425.036163,1041.8,C17H14O13
425.05142,238.9,C21H14O10
425.072549,1646.7,C18H18O12
425.087805,172.7,C22H18O9
425.108934,1487.5,C19H22O11
425.12419,117,C23H22O8
425.145319,1071.4,C20H26O10
425.160576,81.7,C24H26O7
425.181705,243.4,C21H30O9
425.196961,8.8,C25H30O6
426.010283,4,C19H9N1O11
426.046669,53.7,C20H13N1O10
426.083054,30,C21H17N1O9
426.104183,90.8,C18H21N1O11
426.140569,5.3,C19H25N1O10
427.015428,256.5,C16H12O14
427.030684,276.7,C20H12O11
427.051813,1548.1,C17H16O13
427.06707,316.4,C21H16O10
427.088199,1256.4,C18H20O12
427.103455,227.3,C22H20O9
427.124584,1015.2,C19H24O11
427.13984,192.8,C23H24O8
427.16097,367.9,C20H28O10
427.176226,115.1,C24H28O7
427.197355,30.5,C21H32O9
427.212611,6.3,C25H32O6
428.025933,16,C19H11N1O11
428.062319,86.1,C20H15N1O10
428.083448,82.9,C17H19N1O12
428.098704,31.5,C21H19N1O9
428.119833,11.7,C18H23N1O11
428.135089,2.4,C22H23N1O8
429.009949,120.3,C19H10O12
429.031078,627.8,C16H14O14
429.046334,507.2,C20H14O11
429.067463,1161.8,C17H18O13
429.082719,439.5,C21H18O10
429.103849,673.2,C18H22O12
429.119105,339.4,C22H22O9
429.134361,1.7,C26H22O6
429.140234,341.7,C19H26O11
429.15549,270.2,C23H26O8
429.17662,56.4,C20H30O10
429.191876,126.5,C24H30O7
429.228261,3.4,C25H34O6
430.041583,81.7,C19H13N1O11
430.077968,103.7,C20H17N1O10
430.099098,6,C17H21N1O12
430.114354,27.5,C21H21N1O9
431.010342,65.8,C15H12O15
431.025599,357.1,C19H12O12
431.046728,673.6,C16H16O14
431.061984,698.6,C20H16O11
431.083113,450.9,C17H20O13
431.098369,544.6,C21H20O10
431.109603,19.7,C20H20N2O9
431.119499,196.2,C18H24O12
431.134755,506.3,C22H24O9
431.145988,1.9,C21H24N2O8
431.155884,29,C19H28O11
431.17114,343.7,C23H28O8
431.207526,97.8,C24H32O7
432.020848,10.1,C18H11N1O12
432.057233,136.8,C19H15N1O11
432.093619,99.7,C20H19N1O10
432.130004,17.4,C21H23N1O9
433.004863,82.6,C18H10O13
433.025993,84.5,C15H14O15
433.041249,764.1,C19H14O12
433.052482,17.3,C18H14N2O11
433.062378,263.1,C16H18O14
433.077634,828.4,C20H18O11
433.088867,60,C19H18N2O10
433.098763,79.2,C17H22O13
433.114019,733.8,C21H22O10
433.125253,15.5,C20H22N2O9
433.150405,716,C22H26O9
433.18679,302.8,C23H30O8
433.223176,41.4,C24H34O7
434.036498,60.8,C18H13N1O12
434.072883,135.4,C19H17N1O11
434.109269,69.3,C20H21N1O10
435.020513,326.4,C18H12O13
435.03577,87.5,C22H12O10
435.056899,1099.9,C19H16O12
435.072155,85.8,C23H16O9
435.093284,909.6,C20H20O11
435.104517,42.3,C19H20N2O10
435.129669,989.4,C21H24O10
435.166055,675.6,C22H28O9
435.20244,150.2,C23H32O8
436.052148,106.3,C18H15N1O12
436.088533,123.5,C19H19N1O11
436.124919,43.1,C20H23N1O10
436.161304,2.1,C21H27N1O9
437.015034,44.2,C21H10O11
437.036163,775.1,C18H14O13
437.05142,131.1,C22H14O10
437.072549,1128.7,C19H18O12
437.087805,92.8,C23H18O9
437.099038,6,C22H18N2O8
437.108934,1100.1,C20H22O11
437.12419,58.3,C24H22O8
437.135424,2,C23H22N2O7
437.145319,1008.8,C21H26O10
437.160576,12.9,C25H26O7
437.181705,364.9,C22H30O9
437.21809,19.5,C23H34O8
438.067798,127.7,C18H17N1O12
438.104183,84,C19H21N1O11
438.140569,11.4,C20H25N1O10
439.015428,173.4,C17H12O14
439.030684,151.3,C21H12O11
439.051813,1181.8,C18H16O13
439.06707,185.2,C22H16O10
439.088199,1107.4,C19H20O12
439.103455,112.2,C23H20O9
439.124584,1090.4,C20H24O11
439.13984,79.5,C24H24O8
439.16097,571.5,C21H28O10
439.176226,42.6,C25H28O7
439.197355,100,C22H32O9
440.062319,52,C21H15N1O10
440.083448,100.3,C18H19N1O12
440.119833,28.4,C19H23N1O11
440.156219,1.8,C20H27N1O10
441.009949,67,C20H10O12
441.031078,537.8,C17H14O14
441.046334,278.7,C21H14O11
441.067463,1149.8,C18H18O13
441.082719,231.4,C22H18O10
441.103849,894.8,C19H22O12
441.119105,178.7,C23H22O9
441.140234,617.4,C20H26O11
441.15549,131.8,C24H26O8
441.17662,179.4,C21H30O10
441.191876,50.4,C25H30O7
442.041583,48,C20H13N1O11
442.077968,65.6,C21H17N1O10
442.099098,33.7,C18H21N1O12
442.114354,15,C22H21N1O9
443.010342,79.6,C16H12O15
443.025599,232.4,C20H12O12
443.046728,813.4,C17H16O14
443.061984,399.4,C21H16O11
443.083113,734.5,C18H20O13
443.098369,296.8,C22H20O10
443.119499,464,C19H24O12
443.134755,254.2,C23H24O9
443.155884,171.3,C20H28O11
443.17114,181,C24H28O8
443.19227,1.9,C21H32O10
443.207526,50.8,C25H32O7
444.020848,9.7,C19H11N1O12
444.057233,89.9,C20H15N1O11
444.078362,4.9,C17H19N1O13
444.093619,56.4,C21H19N1O10
444.130004,14.8,C22H23N1O9
445.004863,47.4,C19H10O13
445.025993,196.3,C16H14O15
445.041249,508.2,C20H14O12
445.052482,18.4,C19H14N2O11
445.062378,555.5,C17H18O14
445.077634,517.5,C21H18O11
445.098763,278,C18H22O13
445.114019,411.9,C22H22O10
445.125253,8.2,C21H22N2O9
445.135149,115.5,C19H26O12
445.150405,374.7,C23H26O9
445.171534,12.3,C20H30O11
445.18679,213.3,C24H30O8
445.223176,21.5,C25H34O7
446.036498,34.5,C19H13N1O12
446.072883,102.1,C20H17N1O11
446.109269,33.1,C21H21N1O10
446.145654,7.4,C22H25N1O9
447.020513,220.7,C19H12O13
447.041643,175.4,C16H16O15
447.056899,752.2,C20H16O12
447.068132,46.1,C19H16N2O11
447.078028,173.4,C17H20O14
447.093284,574.4,C21H20O11
447.104517,19.7,C20H20N2O10
447.129669,589.5,C22H24O10
447.150799,2.4,C19H28O12
447.166055,450.4,C23H28O9
447.20244,165.4,C24H32O8
448.052148,90.8,C19H15N1O12
448.088533,87.8,C20H19N1O11
448.124919,37.8,C21H23N1O10
448.999778,14.9,C18H10O14
449.036163,575.7,C19H14O13
449.05142,71.7,C23H14O10
449.072549,819.2,C20H18O12
449.087805,56.9,C24H18O9
449.108934,703.3,C21H22O11
449.120167,17.1,C20H22N2O10
449.145319,744.6,C22H26O10
449.181705,367.4,C23H30O9
449.21809,68.8,C24H34O8
450.031412,4.4,C18H13N1O13
450.067798,110.2,C19H17N1O12
450.104183,70.3,C20H21N1O11
450.140569,15.3,C21H25N1O10
451.015428,143.8,C18H12O14
451.030684,66.3,C22H12O11
451.051813,877.6,C19H16O13
451.06707,88.5,C23H16O10
451.088199,817.9,C20H20O12
451.103455,59.2,C24H20O9
451.124584,874.3,C21H24O11
451.13984,17.5,C25H24O8
451.16097,641.8,C22H28O10
451.176226,2.3,C26H28O7
451.197355,168.5,C23H32O9
452.047062,40.7,C18H15N1O13
452.119833,43.2,C20H23N1O11
452.156219,1.7,C21H27N1O10
453.009949,32.5,C21H10O12
453.031078,441.4,C18H14O14
453.046334,151.3,C22H14O11
453.067463,965.4,C19H18O13
453.082719,129.5,C23H18O10
453.103849,827.7,C20H22O12
453.119105,85.8,C24H22O9
453.140234,729.3,C21H26O11
453.15549,53.6,C25H26O8
453.17662,312.8,C22H30O10
453.191876,14,C26H30O7
453.213005,11.6,C23H34O9
454.041583,24.7,C21H13N1O11
454.077968,15.6,C22H17N1O10
454.099098,52.8,C19H21N1O12
454.114354,2.9,C23H21N1O9
454.135483,4.1,C20H25N1O11
455.010342,63.3,C17H12O15
455.025599,144.5,C21H12O12
455.046728,730.6,C18H16O14
455.061984,242.7,C22H16O11
455.083113,814.3,C19H20O13
455.098369,161,C23H20O10
455.119499,666.1,C20H24O12
455.134755,130.2,C24H24O9
455.155884,385.3,C21H28O11
455.17114,96.2,C25H28O8
455.19227,82.6,C22H32O10
455.207526,19.5,C26H32O7
456.020848,3.6,C20H11N1O12
456.057233,67.2,C21H15N1O11
456.093619,29,C22H19N1O10
456.114748,5.1,C19H23N1O12
457.004863,36.1,C20H10O13
457.025993,231.8,C17H14O15
457.041249,308,C21H14O12
457.062378,756.3,C18H18O14
457.077634,308,C22H18O11
457.098763,501.1,C19H22O13
457.114019,234.3,C23H22O10
457.125253,4.1,C22H22N2O9
457.135149,316.3,C20H26O12
457.150405,199.3,C24H26O9
457.171534,95.2,C21H30O11
457.18679,122.2,C25H30O8
457.223176,8.3,C26H34O7
458.057627,10.1,C17H17N1O14
458.072883,69.6,C21H17N1O11
458.094012,5.6,C18H21N1O13
458.109269,29,C22H21N1O10
459.020513,181.7,C20H12O13
459.031747,3.5,C19H12N2O12
459.041643,324.7,C17H16O15
459.056899,484.7,C21H16O12
459.072155,18.7,C25H16O9
459.078028,394.4,C18H20O14
459.093284,377,C22H20O11
459.104517,11,C21H20N2O10
459.114413,180.4,C19H24O13
459.129669,326.9,C23H24O10
459.150799,70.7,C20H28O12
459.166055,269.8,C24H28O9
459.20244,124,C25H32O8
459.238826,4.2,C26H36O7
460.015762,3.6,C19H11N1O13
460.052148,64.3,C20H15N1O12
460.088533,71.8,C21H19N1O11
460.124919,15.1,C22H23N1O10
460.999778,5.7,C19H10O14
461.020907,29.8,C16H14O16
461.036163,424.3,C20H14O13
461.057293,192.8,C17H18O15
461.072549,605.5,C21H18O12
461.083782,42.5,C20H18N2O11
461.093678,123.5,C18H22O14
461.108934,461.2,C22H22O11
461.130063,8.7,C19H26O13
461.145319,479.6,C23H26O10
461.181705,294.2,C24H30O9
461.21809,80.8,C25H34O8
462.067798,101.4,C20H17N1O12
462.104183,57.5,C21H21N1O11
462.140569,7.2,C22H25N1O10
463.015428,133.9,C19H12O14
463.030684,30,C23H12O11
463.051813,708.5,C20H16O13
463.088199,613.3,C21H20O12
463.099432,38,C20H20N2O11
463.124584,608.9,C22H24O11
463.16097,534.6,C23H28O10
463.197355,218.2,C24H32O9
463.23374,12.7,C25H36O8
464.083448,71.7,C20H19N1O12
464.119833,23.7,C21H23N1O11
465.009949,14.7,C22H10O12
465.031078,359.3,C19H14O14
465.046334,72.4,C23H14O11
465.067463,778,C20H18O13
465.082719,69.4,C24H18O10
465.103849,650,C21H22O12
465.119105,38.8,C25H22O9
465.140234,684.9,C22H26O11
465.15549,10.2,C26H26O8
465.17662,372.7,C23H30O10
465.213005,98.1,C24H34O9
466.062712,59.6,C19H17N1O13
466.099098,53.3,C20H21N1O12
466.135483,6.9,C21H25N1O11
467.010342,47,C18H12O15
467.025599,83.1,C22H12O12
467.046728,618.8,C19H16O14
467.061984,142.6,C23H16O11
467.083113,711.7,C20H20O13
467.098369,89.9,C24H20O10
467.119499,677.8,C21H24O12
467.134755,59.9,C25H24O9
467.155884,526.8,C22H28O11
467.17114,34.6,C26H28O8
467.19227,175.2,C23H32O10
467.207526,1.8,C27H32O7
467.228655,3.2,C24H36O9
468.057233,37.4,C22H15N1O11
468.078362,63.8,C19H19N1O13
468.114748,17.7,C20H23N1O12
468.151133,1.6,C21H27N1O11
469.004863,28.3,C21H10O13
469.025993,208.5,C18H14O15
469.041249,196.5,C22H14O12
469.062378,721.1,C19H18O14
469.077634,200.4,C23H18O11
469.098763,579.9,C20H22O13
469.114019,127.7,C24H22O10
469.135149,490.1,C21H26O12
469.150405,102.3,C25H26O9
469.171534,224.4,C22H30O11
469.18679,67.7,C26H30O8
469.20792,16.4,C23H34O10
469.223176,6.6,C27H34O7
470.036498,17.1,C21H13N1O12
470.072883,45.8,C22H17N1O11
470.094012,14.2,C19H21N1O13
470.109269,6.6,C23H21N1O10
470.130398,2.3,C20H25N1O12
471.005257,4.4,C17H12O16
471.020513,122,C21H12O13
471.041643,388.9,C18H16O15
471.056899,330.7,C22H16O12
471.078028,568.7,C19H20O14
471.093284,236.5,C23H20O11
471.114413,353.4,C20H24O13
471.129669,202.4,C24H24O10
471.140903,3,C23H24N2O9
471.150799,218.3,C21H28O12
471.166055,164.9,C25H28O9
471.187184,25.3,C22H32O11
471.20244,84.2,C26H32O8
472.052148,53.1,C21H15N1O12
472.088533,46.5,C22H19N1O11
472.124919,5.7,C23H23N1O10
473.020907,56.7,C17H14O16
473.036163,288.9,C21H14O13
473.047397,9.7,C20H14N2O12
473.057293,365.6,C18H18O15
473.072549,424.4,C22H18O12
473.093678,255.7,C19H22O14
473.108934,311,C23H22O11
473.130063,134.6,C20H26O13
473.145319,288.2,C24H26O10
473.166449,24.6,C21H30O12
473.181705,210.8,C25H30O9
473.21809,67.4,C26H34O8
474.031412,9.1,C20H13N1O13
474.067798,72.6,C21H17N1O12
474.104183,44.3,C22H21N1O11
474.140569,10.6,C23H25N1O10
475.015428,108.6,C20H12O14
475.036557,97.6,C17H16O16
475.051813,512.1,C21H16O13
475.063047,31.5,C20H16N2O12
475.072943,170.5,C18H20O15
475.088199,448.3,C22H20O12
475.099432,27.6,C21H20N2O11
475.109328,63,C19H24O14
475.124584,393.9,C23H24O11
475.16097,373.6,C24H28O10
475.197355,187,C25H32O9
475.23374,29.6,C26H36O8
476.047062,38,C20H15N1O13
476.083448,81.8,C21H19N1O12
476.119833,21.9,C22H23N1O11
477.031078,322,C20H14O14
477.046334,42.6,C24H14O11
477.067463,638.9,C21H18O13
477.103849,504.8,C22H22O12
477.140234,489.8,C23H26O11
477.17662,368.3,C24H30O10
477.213005,126.4,C25H34O9
478.062712,72.9,C20H17N1O13
478.099098,53.7,C21H21N1O12
478.135483,17.6,C22H25N1O11
479.010342,38.5,C19H12O15
479.025599,35.9,C23H12O12
479.046728,570.5,C20H16O14
479.061984,80.3,C24H16O11
479.083113,610.5,C21H20O13
479.098369,46.8,C25H20O10
479.119499,557.4,C22H24O12
479.155884,515.7,C23H28O11
479.19227,252,C24H32O10
479.228655,16.7,C25H36O9
480.041977,12.9,C19H15N1O14
480.078362,62.7,C20H19N1O13
480.114748,37.6,C21H23N1O12
480.151133,5.1,C22H27N1O11
481.025993,195.5,C19H14O15
481.041249,117,C23H14O12
481.062378,676.7,C20H18O14
481.077634,125.4,C24H18O11
481.098763,540.2,C21H22O13
481.114019,72.8,C25H22O10
481.135149,565.5,C22H26O12
481.150405,40.6,C26H26O9
481.171534,357.9,C23H30O11
481.18679,20.4,C27H30O8
481.20792,95.2,C24H34O10
482.057627,15.1,C19H17N1O14
482.094012,30.2,C20H21N1O13
482.130398,11,C21H25N1O12
483.020513,90.8,C22H12O13
483.041643,405.5,C19H16O15
483.056899,207.2,C23H16O12
483.078028,609.6,C20H20O14
483.093284,157.8,C24H20O11
483.114413,489.3,C21H24O13
483.129669,109.2,C25H24O10
483.150799,381.9,C22H28O12
483.166055,84.4,C26H28O9
483.187184,130.4,C23H32O11
483.20244,26.7,C27H32O8
483.238826,3,C28H36O7
484.073277,13.1,C19H19N1O14
484.088533,30.4,C23H19N1O11
484.109662,7,C20H23N1O13
484.999778,6.6,C21H10O14
485.020907,90.7,C18H14O16
485.036163,219.4,C22H14O13
485.057293,491.3,C19H18O15
485.072549,287.1,C23H18O12
485.093678,409.6,C20H22O14
485.108934,214.2,C24H22O11
485.130063,284.2,C21H26O13
485.145319,173.6,C25H26O10
485.166449,152.5,C22H30O12
485.181705,125.9,C26H30O9
485.202834,4.6,C23H34O11
485.21809,50.5,C27H34O8
485.254476,2.9,C28H38O7
486.031412,13.7,C21H13N1O13
486.067798,68.2,C22H17N1O12
486.088927,3.1,C19H21N1O14
486.104183,27.3,C23H21N1O11
486.140569,8.2,C24H25N1O10
487.015428,87.3,C21H12O14
487.036557,174.8,C18H16O16
487.051813,382.2,C22H16O13
487.063047,17.4,C21H16N2O12
487.072943,356.3,C19H20O15
487.088199,337.3,C23H20O12
487.109328,180.6,C20H24O14
487.124584,262.1,C24H24O11
487.145713,104.2,C21H28O13
487.16097,233.2,C25H28O10
487.182099,5.1,C22H32O12
487.197355,170.1,C26H32O9
487.23374,45,C27H36O8
488.047062,38.3,C21H15N1O13
488.083448,62.1,C22H19N1O12
488.119833,22.3,C23H23N1O11
489.031078,244.4,C21H14O14
489.052207,143,C18H18O16
489.067463,514.2,C22H18O13
489.078697,16.7,C21H18N2O12
489.088593,134.5,C19H22O15
489.103849,366.6,C23H22O12
489.124978,36.5,C20H26O14
489.140234,370.9,C24H26O11
489.161363,1.5,C21H30O13
489.17662,301.3,C25H30O10
489.213005,140.1,C26H34O9
489.24939,8.7,C27H38O8
490.062712,71.1,C21H17N1O13
490.083842,3.6,C18H21N1O15
490.099098,68.5,C22H21N1O12
490.135483,5.8,C23H25N1O11
491.010342,34.1,C20H12O15
491.025599,22.3,C24H12O12
491.046728,492.7,C21H16O14
491.083113,539,C22H20O13
491.119499,428.3,C23H24O12
491.130732,7.3,C22H24N2O11
491.155884,437.8,C24H28O11
491.19227,264.1,C25H32O10
491.228655,81.9,C26H36O9
492.041977,15.3,C20H15N1O14
492.078362,72.1,C21H19N1O13
492.114748,36.3,C22H23N1O12
492.151133,7.1,C23H27N1O11
493.025993,185.1,C20H14O15
493.041249,67.6,C24H14O12
493.062378,610.9,C21H18O14
493.077634,78.6,C25H18O11
493.098763,517,C22H22O13
493.114019,26.1,C26H22O10
493.135149,522.1,C23H26O12
493.150405,9.3,C27H26O9
493.171534,435.9,C24H30O11
493.20792,153.8,C25H34O10
493.244305,3.9,C26H38O9
494.057627,23.2,C20H17N1O14
494.094012,65.1,C21H21N1O13
494.130398,6.2,C22H25N1O12
495.020513,51.8,C23H12O13
495.041643,373.8,C20H16O15
495.056899,127.3,C24H16O12
495.078028,626.2,C21H20O14
495.093284,85.6,C25H20O11
495.104517,12,C24H20N2O10
495.114413,527.9,C22H24O13
495.129669,64.6,C26H24O10
495.140903,1.5,C25H24N2O9
495.150799,458.2,C23H28O12
495.166055,18.6,C27H28O9
495.187184,247.9,C24H32O11
495.20244,6.8,C28H32O8
495.223569,37.5,C25H36O10
496.073277,24.7,C20H19N1O14
496.088533,10.2,C24H19N1O11
496.109662,18.7,C21H23N1O13
497.020907,92.7,C19H14O16
497.036163,143,C23H14O13
497.057293,527,C20H18O15
497.072549,197,C24H18O12
497.093678,484.7,C21H22O14
497.108934,120.3,C25H22O11
497.130063,415.7,C22H26O13
497.145319,108.7,C26H26O10
497.166449,286.4,C23H30O12
497.181705,75.8,C27H30O9
497.202834,84.1,C24H34O11
497.21809,26,C28H34O8
498.031412,4.2,C22H13N1O13
498.067798,38.3,C23H17N1O12
498.088927,19.4,C20H21N1O14
498.104183,21.1,C24H21N1O11
498.125312,2.3,C21H25N1O13
499.015428,70.4,C22H12O14
499.036557,215.4,C19H16O16
499.051813,276.2,C23H16O13
499.072943,477.9,C20H20O15
499.088199,251.4,C24H20O12
499.099432,11.5,C23H20N2O11
499.109328,318.7,C21H24O14
499.124584,173.2,C25H24O11
499.145713,247,C22H28O13
499.16097,161.7,C26H28O10
499.182099,102.9,C23H32O12
499.197355,109.9,C27H32O9
499.23374,27.3,C28H36O8
500.047062,41.6,C22H15N1O13
500.083448,55.2,C23H19N1O12
500.104577,10.3,C20H23N1O14
500.119833,13.9,C24H23N1O11
501.015822,4.6,C18H14O17
501.031078,206.4,C22H14O14
501.052207,254.7,C19H18O16
501.067463,400.9,C23H18O13
501.088593,277.8,C20H22O15
501.103849,294.7,C24H22O12
501.124978,156.6,C21H26O14
501.140234,241.1,C25H26O11
501.161363,70.3,C22H30O13
501.17662,212.4,C26H30O10
501.213005,133,C27H34O9
501.24939,13.2,C28H38O8
502.062712,57.9,C22H17N1O13
502.099098,38.1,C23H21N1O12
502.135483,4.2,C24H25N1O11
503.010343,49.1,C21H12O15
503.031472,44.8,C18H16O17
503.046728,405.6,C22H16O14
503.067857,191.3,C19H20O16
503.083113,449.7,C23H20O13
503.104242,91.1,C20H24O15
503.119499,324.6,C24H24O12
503.155884,337.1,C25H28O11
503.19227,250.3,C26H32O10
503.228655,108,C27H36O9
504.041977,20,C21H15N1O14
504.078362,55.1,C22H19N1O13
504.114748,31,C23H23N1O12
504.151133,8,C24H27N1O11
505.025993,176.1,C21H14O15
505.041249,20.5,C25H14O12
505.062378,569.9,C22H18O14
505.077634,18.8,C26H18O11
505.098763,449.8,C23H22O13
505.135149,405.3,C24H26O12
505.171534,401.4,C25H30O11
505.20792,220.1,C26H34O10
505.244305,33.9,C27H38O9
506.057627,31.8,C21H17N1O14
506.094012,58.8,C22H21N1O13
506.130398,28.4,C23H25N1O12
506.166783,2,C24H29N1O11
507.005257,4,C20H12O16
507.020513,18.9,C24H12O13
507.041643,358.3,C21H16O15
507.056899,75.7,C25H16O12
507.078028,557.5,C22H20O14
507.093284,58.5,C26H20O11
507.114413,430.9,C23H24O13
507.150799,451.8,C24H28O12
507.187184,307.5,C25H32O11
507.223569,104.1,C26H36O10
507.259955,2.6,C27H40O9
508.073277,27.9,C21H19N1O14
508.109662,60,C22H23N1O13
508.146048,14.2,C23H27N1O12
509.020907,82.9,C20H14O16
509.036163,99.6,C24H14O13
509.057293,511.3,C21H18O15
509.072549,126.7,C25H18O12
509.093678,499.7,C22H22O14
509.108934,67.1,C26H22O11
509.130063,443.6,C23H26O13
509.145319,54.2,C27H26O10
509.166449,391.9,C24H30O12
509.181705,17.5,C28H30O9
509.202834,171.4,C25H34O11
509.239219,5.2,C26H38O10
510.088927,41.2,C21H21N1O14
510.104183,9.6,C25H21N1O11
510.125312,21,C22H25N1O13
511.015428,42.2,C23H12O14
511.036557,218.3,C20H16O16
511.051813,176.6,C24H16O13
511.072942,530.9,C21H20O15
511.088199,168,C25H20O12
511.109328,413.3,C22H24O14
511.124584,125.2,C26H24O11
511.145713,375.3,C23H28O13
511.160969,84.3,C27H28O10
511.182099,210.1,C24H32O12
511.197355,56.1,C28H32O9
511.218484,44.5,C25H36O11
511.23374,10.9,C29H36O8
512.083448,34.4,C24H19N1O12
512.104577,14.4,C21H23N1O14
513.031078,154.6,C23H14O14
513.052207,321,C20H18O16
513.067463,278.4,C24H18O13
513.088593,400.5,C21H22O15
513.103849,187.7,C25H22O12
513.124978,271.6,C22H26O14
513.140234,171.3,C26H26O11
513.161363,192.5,C23H30O13
513.17662,133.5,C27H30O10
513.197749,65.7,C24H34O12
513.213005,88.9,C28H34O9
513.24939,10.3,C29H38O8
514.062712,50.2,C23H17N1O13
514.083842,9.4,C20H21N1O15
514.099098,21.3,C24H21N1O12
514.135483,2.6,C25H25N1O11
515.010342,34.4,C22H12O15
515.031472,71.1,C19H16O17
515.046728,293.7,C23H16O14
515.067857,288.1,C20H20O16
515.083113,334.8,C24H20O13
515.104243,206.1,C21H24O15
515.119499,251.3,C25H24O12
515.140628,126.5,C22H28O14
515.155884,225.3,C26H28O11
515.177013,54.3,C23H32O13
