mz,int,formula
279.103751,16969044,C18H16O3
279.124868,140701024,C15H20O5
279.161285,18132340,C16H24O4
279.234021,9997726,C18H32O2
280.019085,4542302,C11H8O8 13C1
280.034435,3014503,C15H8O5 13C1
280.04734,16445294,C12H11N1O7
280.055476,16985970,C12H12O7 13C1
280.070748,6975356,C16H12O4 13C1
280.083754,18804610,C13H15N1O6
280.091859,26029960,C13H16O6 13C1
280.10713,3166096,C17H16O3 13C1
280.120138,6565784,C14H19N1O5
280.12822,23523228,C14H20O5 13C1
280.164628,2871217,C15H24O4 13C1
281.010249,16322967,C15H6O6
281.031382,63369636,C12H10O8
281.04421,6742443,C20H10S1
281.046652,45445548,C16H10O5
281.067758,171766208,C13H14O7
281.083028,38531520,C17H14O4
281.103376,8958413,C14H18O6
281.104166,206500304,C14H18O6
281.119397,17183190,C18H18O3
281.140522,71692768,C15H22O5
281.249681,37319200,C18H34O2
282.034702,9196519,C11H10O8 13C1
282.050004,7865328,C15H10O5 13C1
282.063016,19264504,C12H13N1O7
282.071121,23491580,C12H14O7 13C1
282.086361,8123397,C16H14O4 13C1
282.099414,10171404,C13H17N1O6
282.107515,30667792,C13H18O6 13C1
282.122768,3720218,C17H18O3 13C1
282.14388,11686950,C14H22O5 13C1
282.253022,6866021,C17H34O2 13C1
283.010644,11548189,C11H8O9
283.023522,10507813,C15H8O6
283.025914,38204968,C15H8O6
283.047024,123926064,C12H12O8
283.062303,56751676,C16H12O5
283.083435,205977152,C13H16O7
283.098664,39581264,C17H16O4
283.11981,127202912,C14H20O6
283.135085,16070246,C18H20O3
283.156188,14292594,C15H24O5
283.265342,32569010,C18H36O2
284.021217,6207595,C14H7N1O6
284.029264,5228655,C14H8O6 13C1
284.042284,10991735,C11H11N1O8
284.050413,14391419,C11H12O8 13C1
284.057568,9484416,C15H11N1O5
284.065651,11311236,C15H12O5 13C1
284.070119,11507847,C11H15N3O4S1
284.07869,11663500,C12H15N1O7
284.086778,29669520,C12H16O7 13C1
284.093917,9042069,C16H15N1O4
284.102048,6776986,C16H16O4 13C1
284.123161,20953254,C13H20O6 13C1
284.138438,3848367,C17H20O3 13C1
284.26876,5806331,C17H36O2 13C1
285.002762,6351529,C18H6O2S1
285.005197,14121642,C14H6O7
285.026322,38107832,C11H10O9
285.04155,72284864,C15H10O6
285.062701,135854800,C12H14O8
285.077955,68156120,C16H14O5
285.088516,2640603,C13H16O6 18O1
285.099065,140573408,C13H18O7
285.114356,42203880,C17H18O4
285.13549,21920502,C14H22O6
285.150701,21199616,C18H22O3
286.029574,2765059,C10H10O9 13C1
286.036837,8674567,C14H9N1O6
286.044963,10517772,C14H10O6 13C1
286.066064,18742552,C11H14O8 13C1
286.073237,13786397,C15H13N1O5
286.081308,12066082,C15H14O5 13C1
286.085788,9051428,C11H17N3O4S1
286.102461,17726766,C12H18O7 13C1
286.109581,6008114,C16H17N1O4
286.117695,9477431,C16H18O4 13C1
286.138832,4214084,C13H22O6 13C1
286.154146,3593548,C17H22O3 13C1
287.018431,9346889,C14H8O7
287.020839,43941708,C14H8O7
287.041984,58490712,C11H12O9
287.057209,95158112,C15H12O6
287.078347,79822696,C12H16O8
287.093626,72220536,C16H16O5
287.114728,25182082,C13H20O7
287.130005,46071692,C17H20O4
287.166383,15466400,C18H24O3
288.024243,5898649,C13H8O7 13C1
288.045334,6545830,C10H12O9 13C1
288.052498,13066666,C14H11N1O6
288.060554,14442927,C14H12O6 13C1
288.065063,13189553,C10H15N3O5S1
288.081714,9372091,C11H16O8 13C1
288.088846,12468671,C15H15N1O5
288.096959,14811588,C15H16O5 13C1
288.118075,4481489,C12H20O7 13C1
288.133392,9601498,C16H20O4 13C1
289.000095,14050265,C13H6O8
289.021252,10052581,C10H10O10
289.034106,9651181,C14H10O7
289.036508,69731312,C14H10O7
289.051734,16122871,C18H10O4
289.057613,27919354,C11H14O9
289.072891,103678976,C15H14O6
289.094011,14648336,C12H18O8
289.109252,99353624,C16H18O5
289.145656,46662704,C17H22O4
289.182064,7070788,C18H26O3
290.031769,8824377,C13H9N1O7
290.039896,10208830,C13H10O7 13C1
290.059588,8422985,C10H14O9 13C1
290.068167,16352846,C14H13N1O6
290.076239,17303124,C14H14O6 13C1
290.080679,7001686,C10H17N3O5S1
290.10452,12002916,C15H17N1O5
290.112607,16860776,C15H18O5 13C1
290.149009,9053822,C16H22O4 13C1
291.013387,8980603,C13H8O8
291.015772,28969084,C13H8O8
291.031017,15116422,C17H8O5
291.036889,7907466,C10H12O10
291.05217,105515152,C14H12O7
291.067397,26904732,C18H12O4
291.088535,143067296,C15H16O6
291.103811,10487985,C19H16O3
291.124911,113576128,C16H20O5
291.161313,28428498,C17H24O4
292.019144,4152012,C12H8O8 13C1
292.047428,15370972,C13H11N1O7
292.055497,16845536,C13H12O7 13C1
292.070842,4696810,C17H12O4 13C1
292.083792,21072626,C14H15N1O6
292.091906,21416694,C14H16O6 13C1
292.120199,5778183,C15H19N1O5
292.128296,18942732,C15H20O5 13C1
292.164737,6482721,C16H24O4 13C1
292.995013,7302409,C12H6O9
293.007911,6360337,C20H6O1S1
293.01033,8498450,C16H6O6
293.031412,67964192,C13H10O8
293.046704,33754408,C17H10O5
293.067817,148966704,C14H14O7
293.083071,27856188,C18H14O4
293.087151,4070719,C13H15N1O6 13C1
293.104218,187764048,C15H18O6
293.119477,11332946,C19H18O3
293.140594,83889504,C16H22O5
293.176957,12242292,C17H26O4
294.026678,6102886,C12H9N1O8
294.034779,10506091,C12H10O8 13C1
294.050043,6459252,C16H10O5 13C1
294.06309,21204860,C13H13N1O7
294.071161,23072640,C13H14O7 13C1
294.086435,4878217,C17H14O4 13C1
294.099432,16142224,C14H17N1O6
294.10755,34475924,C14H18O6 13C1
294.143971,12783530,C15H22O5 13C1
295.010697,16847268,C12H8O9
295.0236,9744812,C16H8O6
295.025967,28578222,C16H8O6
295.047096,116658616,C13H12O8
295.058295,6332865,C21H12S1
295.06234,47223236,C17H12O5
295.066437,3529157,C12H13N1O7 13C1
295.083488,213717456,C14H16O7
295.098709,28905944,C18H16O4
295.119859,202314208,C15H20O6
295.135097,12751341,C19H20O3
295.156233,31035898,C16H24O5
296.029398,6472694,C15H8O6 13C1
296.04231,11793405,C12H11N1O8
296.050451,15258626,C12H12O8 13C1
296.065698,8844299,C16H12O5 13C1
296.078723,20370450,C13H15N1O7
296.086853,31265816,C13H16O7 13C1
296.102083,6263840,C17H16O4 13C1
296.115147,7255080,C14H19N1O6
296.123224,31396908,C14H20O6 13C1
296.15959,4506690,C15H24O5 13C1
297.005261,11867691,C15H6O7
297.02635,49944120,C12H10O9
297.039222,8132159,C20H10O1S1
297.04163,47322688,C16H10O6
297.062753,175969872,C13H14O8
297.078001,46700116,C17H14O5
297.087708,3368539,C14H16O6 18O1
297.099148,233117280,C14H18O7
297.114376,31004266,C18H18O4
297.135526,87234168,C15H22O6
297.150772,14349951,C19H22O3
297.171895,6649484,C16H26O5
298.029763,6563962,C11H10O9 13C1
298.036896,8050814,C15H9N1O6
298.044959,9304194,C15H10O6 13C1
298.058013,14243978,C12H13N1O8
298.066104,24860814,C12H14O8 13C1
298.073259,12081298,C16H13N1O5
298.081353,7633047,C16H14O5 13C1
298.085839,8091802,C12H17N3O4S1
298.094426,11909279,C13H17N1O7
298.102476,37755044,C13H18O7 13C1
298.117743,5236908,C17H18O4 13C1
298.138868,13818040,C14H22O6 13C1
298.154177,3274945,C18H22O3 13C1
299.018459,9616048,C15H8O7
299.020878,33725104,C15H8O7
299.024245,5978803,C8H12O12
299.042018,105650880,C12H12O9
299.057276,64232132,C16H12O6
299.06715,3068620,C13H14O7 18O1
299.078386,193141456,C13H16O8
299.093675,46668508,C17H16O5
299.103375,4676320,C14H18O6 18O1
299.11477,118823656,C14H20O7
299.130066,30218992,C18H20O4
299.151174,13327099,C15H24O6
299.166431,10885892,C19H24O3
300.024315,5074156,C14H8O7 13C1
300.037261,6921459,C11H11N1O9
300.045377,12049656,C11H12O9 13C1
300.052509,10681596,C15H11N1O6
300.060615,10771712,C15H12O6 13C1
300.081766,26287372,C12H16O8 13C1
300.088895,10812688,C16H15N1O5
300.097011,9166101,C16H16O5 13C1
300.118138,18914592,C13H20O7 13C1
300.1334,7191850,C17H20O4 13C1
301.000158,8982291,C14H6O8
301.02127,27041566,C11H10O10
301.034145,9133862,C15H10O7
301.036567,50437928,C15H10O7
301.057666,95231792,C12H14O9
301.072941,70000440,C16H14O6
301.082589,3716929,C13H16O7 18O1
301.094057,78126920,C13H18O8
301.109314,59711312,C17H18O5
301.130456,15048540,C14H22O7
301.145684,36183908,C18H22O4
301.182066,7671673,C19H26O3
302.03179,6422869,C14H9N1O7
302.03991,6398297,C14H10O7 13C1
302.060993,11370853,C11H14O9 13C1
302.068196,13091177,C15H13N1O6
302.076301,10707309,C15H14O6 13C1
302.097417,11911545,C12H18O8 13C1
302.104567,9183613,C16H17N1O5
302.11264,11592065,C16H18O5 13C1
302.149042,7405974,C17H22O4 13C1
303.01584,25584502,C14H8O8
303.031052,9585535,C18H8O5
303.036938,31466370,C11H12O10
303.052217,79504264,C15H12O7
303.067426,15836051,C19H12O4
303.073333,29205398,C12H16O9
303.088588,90973088,C16H16O6
303.109741,10544042,C13H20O8
303.124964,81011632,C17H20O5
303.161344,31761350,C18H24O4
304.019179,5723550,C13H8O8 13C1
304.038926,6391208,C10H12O10 13C1
304.047443,14378413,C14H11N1O7
304.055545,14247345,C14H12O7 13C1
304.070867,4613562,C18H12O4 13C1
304.075247,4711868,C11H16O9 13C1
304.083825,18916800,C15H15N1O6
304.091936,17360326,C15H16O6 13C1
304.120199,6661589,C16H19N1O5
304.128335,14083545,C16H20O5 13C1
304.164735,4875757,C17H24O4 13C1
305.010366,6133688,C17H6O6
305.029095,13010882,C14H10O8
305.031491,53848004,C14H10O8
305.03488,7260102,C7H14O13
305.042686,5961674,C22H10S1
305.046737,22554572,C18H10O5
305.052599,9947087,C11H14O10
305.067876,109127640,C15H14O7
305.083104,17803232,C19H14O4
305.10426,121448424,C16H18O6
305.119511,6162419,C20H18O3
305.140643,74786816,C17H22O5
305.177012,15542290,C18H26O4
306.026741,6416859,C13H9N1O8
306.03483,9554399,C13H10O8 13C1
306.05011,4569575,C17H10O5 13C1
306.063086,20244974,C14H13N1O7
306.071224,18098674,C14H14O7 13C1
306.099498,13511170,C15H17N1O6
306.107633,21867014,C15H18O6 13C1
306.144002,13691417,C16H22O5 13C1
306.17983,2984493,C17H26O4 13C1
307.010727,20196326,C13H8O9
307.023615,8424429,C21H8O1S1
307.026031,17247214,C17H8O6
307.044729,9546744,C14H12O8
307.047119,106834936,C14H12O8
307.058353,6933504,C22H12S1
307.062408,31271938,C18H12O5
307.065734,4527108,C13H13N1O7 13C1
307.083513,172043280,C15H16O7
307.098785,17640468,C19H16O4
307.119906,166931488,C16H20O6
307.135197,6855720,C20H20O3
307.156301,50179124,C17H24O5
308.029338,3849727,C16H8O6 13C1
308.042373,11881989,C13H11N1O8
308.050515,14880266,C13H12O8 13C1
308.065731,6376978,C17H12O5 13C1
308.078768,21949976,C14H15N1O7
308.086894,26619420,C14H16O7 13C1
308.102081,4099621,C18H16O4 13C1
308.115168,10595884,C15H19N1O6
308.123283,26570288,C15H20O6 13C1
308.159631,10202691,C16H24O5 13C1
309.002862,7086074,C20H6O2S1
309.005246,7589884,C16H6O7
309.026417,49131528,C13H10O9
309.041651,38449168,C17H10O6
309.062799,164835360,C14H14O8
309.073987,9465887,C22H14S1
309.078039,38023200,C18H14O5
309.099179,271003680,C15H18O7
309.114422,19869748,C19H18O4
309.135559,134426688,C16H22O6
309.150841,7114823,C20H22O3
309.171943,15298642,C17H26O5
310.029729,6545932,C12H10O9 13C1
310.045024,5603860,C16H10O6 13C1
310.058048,21279258,C13H13N1O8
310.066158,23573022,C13H14O8 13C1
310.081389,6230566,C17H14O5 13C1
310.094424,17527340,C14H17N1O7
310.102554,39760432,C14H18O7 13C1
310.117821,3416633,C18H18O4 13C1
310.138937,21066308,C15H22O6 13C1
311.00569,10138622,C12H8O10
311.018534,9311237,C16H8O7
311.020961,24065030,C16H8O7
311.042048,123548688,C13H12O9
311.057335,48477208,C17H12O6
311.060667,4604954,C12H13N1O8 13C1
311.077514,9925667,C14H16O8
311.078437,253178912,C14H16O8
311.093718,35402796,C18H16O5
311.10595,2974769,C13H18O7 13C2
311.114827,259994672,C15H20O7
311.130109,19788862,C19H20O4
311.151216,43529288,C16H24O6
311.166522,8647760,C20H24O3
312.037297,7173640,C12H11N1O9
312.045429,13973004,C12H12O9 13C1
312.052539,9549327,C16H11N1O6
312.060678,8492563,C16H12O6 13C1
312.073682,21313050,C13H15N1O8
312.081804,37205536,C13H16O8 13C1
312.089003,6444578,C17H15N1O5
312.097084,6485542,C17H16O5 13C1
312.110075,8279596,C14H19N1O7
312.118198,37500464,C14H20O7 13C1
312.133387,5391928,C18H20O4 13C1
312.154607,7919171,C15H24O6 13C1
313.000206,9017322,C15H6O8
313.021358,33470452,C12H10O10
313.034161,7600123,C20H10O2S1
313.036585,46544892,C16H10O7
313.039963,6076414,C9H14O12
313.05774,156710912,C13H14O9
313.072965,58406924,C17H14O6
313.076454,4728848,C12H15N1O8 13C1
313.084188,5638164,C12H16O8 13C2
313.094125,204552224,C14H18O8
313.109353,44382240,C18H18O5
313.121464,4487206,C13H20O7 13C2
313.130505,78854184,C15H22O7
313.145728,23935026,C19H22O4
313.182128,7272516,C20H26O3
314.024645,4426214,C11H10O10 13C1
314.039952,6924781,C15H10O7 13C1
314.052979,10041843,C12H13N1O9
314.061064,23919096,C12H14O9 13C1
314.068239,11442683,C16H13N1O6
314.076383,9042431,C16H14O6 13C1
314.097457,34257416,C13H18O8 13C1
314.104641,5978637,C17H17N1O5
314.112746,5601809,C17H18O5 13C1
314.133838,14891547,C14H22O7 13C1
314.149143,3488291,C18H22O4 13C1
315.015847,24378316,C15H8O8
315.03701,70728664,C12H12O10
315.052236,66337756,C16H12O7
315.073394,104414184,C13H16O9
315.088623,68959216,C17H16O6
315.099901,6614005,C12H18O8 13C2
315.109783,67910648,C14H20O8
315.125009,53558272,C18H20O5
315.146188,8166412,C15H24O7
315.161389,23428116,C19H24O4
316.019247,3116468,C14H8O8 13C1
316.040352,9878974,C11H12O10 13C1
316.047504,11582914,C15H11N1O7
316.055636,10943942,C15H12O7 13C1
316.07673,16727504,C12H16O9 13C1
316.08388,14704083,C16H15N1O6
316.091991,12860887,C16H16O6 13C1
316.113127,9821665,C13H20O8 13C1
316.128347,11804137,C17H20O5 13C1
316.164756,5336571,C18H24O4 13C1
316.995166,5779338,C14H6O9
317.016258,9478036,C11H10O11
317.029108,9494427,C15H10O8
317.031529,41500572,C15H10O8
317.046778,12353443,C19H10O5
317.052642,50708388,C12H14O10
317.067919,80232368,C16H14O7
317.08313,11591604,C20H14O4
317.089018,32096184,C13H18O9
317.10429799999997,77086656,C17H18O6
317.125416,9633737,C14H22O8
317.140681,59981776,C18H22O5
317.177062,14598113,C19H26O4
318.03485,7418235,C14H10O8 13C1
318.054594,6373764,C11H14O10 13C1
318.063169,12771720,C15H13N1O7
318.071266,12394892,C15H14O7 13C1
318.092439,5620118,C12H18O9 13C1
318.099552,10535321,C16H17N1O6
318.107657,13902237,C16H18O6 13C1
318.144042,10936750,C17H22O5 13C1
318.180455,4166080,C18H26O4 13C1
319.010807,13648712,C14H8O9
319.026046,10625871,C18H8O6
319.031905,10511186,C11H12O11
319.044807,10421080,C15H12O8
319.047194,73745240,C15H12O8
319.050588,6292315,C8H16O13
319.058427,5784415,C23H12S1
319.062416,22070112,C19H12O5
319.068286,11625315,C12H16O10
319.083575,103564136,C16H16O7
319.098778,12591986,C20H16O4
319.119965,105530232,C17H20O6
319.156341,50250636,C18H24O5
319.19276,6808478,C19H28O4
320.042459,8561964,C14H11N1O8
320.050526,12502320,C14H12O8 13C1
320.065789,4842807,C18H12O5 13C1
320.078825,17958204,C15H15N1O7
320.086936,19449152,C15H16O7 13C1
320.115225,7988558,C16H19N1O6
320.123345,18236754,C16H20O6 13C1
320.15973,8881507,C17H24O5 13C1
321.005332,7833324,C17H6O7
321.024016,12109556,C14H10O9
321.026452,43697908,C14H10O9
321.039332,6801147,C22H10O1S1
321.041689,25003772,C18H10O6
321.062836,120276744,C15H14O8
321.074048,9897739,C23H14S1
321.078091,24151820,C19H14O5
321.09923,161433360,C16H18O7
321.114471,13330206,C20H18O4
321.135627,121194280,C17H22O6
321.172015,27150136,C18H26O5
322.029848,5486788,C13H10O9 13C1
322.045085,4294859,C17H10O6 13C1
322.058072,20220112,C14H13N1O8
322.066219,20056276,C14H14O8 13C1
322.081505,5155035,C18H14O5 13C1
322.094469,18745570,C15H17N1O7
322.102576,29280484,C15H18O7 13C1
322.130803,6359282,C16H21N1O6
322.138954,22923510,C16H22O6 13C1
322.175309,6363398,C17H26O5 13C1
323.005689,7867010,C13H8O10
323.018583,7400071,C21H8O2S1
323.020959,16190088,C17H8O7
323.042094,103762576,C14H12O9
323.057381,32262808,C18H12O6
323.060757,3234458,C13H13N1O8 13C1
323.07848,204556960,C15H16O8
323.089704,8333992,C23H16S1
323.093763,24300202,C19H16O5
323.113883,9587378,C16H20O7
323.114871,242698928,C16H20O7
323.130145,11668154,C20H20O4
323.151264,81611456,C17H24O6
323.166569,5876427,C21H24O3
323.18771,5868244,C18H28O5
324.024296,3437647,C16H8O7 13C1
324.037368,9751637,C13H11N1O9
324.045463,14781528,C13H12O9 13C1
324.060735,6302816,C17H12O6 13C1
324.073736,21826662,C14H15N1O8
324.081834,31870056,C14H16O8 13C1
324.097054,3816560,C18H16O5 13C1
324.110132,12455030,C15H19N1O7
324.118217,43404408,C15H20O7 13C1
324.154616,16682122,C16H24O6 13C1
325.000281,7097862,C16H6O8
325.021389,34065936,C13H10O10
325.03428,8957461,C17H10O7
325.036628,35212820,C17H10O7
325.05778,172052000,C14H14O9
325.073031,41209384,C18H14O6
325.077042,5144104,C13H15N1O8 13C1
325.082699,4886059,C15H16O7 18O1
325.093147,11947567,C15H18O8
325.094158,288837152,C15H18O8
325.109418,25873974,C19H18O5
325.130531,177425984,C16H22O7
325.145818,14372423,C20H22O4
325.166914,24907344,C17H26O6
326.024711,5922767,C12H10O10 13C1
326.040039,6057942,C16H10O7 13C1
326.053004,17666012,C13H13N1O9
326.061116,28266462,C13H14O9 13C1
326.068283,8581090,C17H13N1O6
326.076436,6426598,C17H14O6 13C1
326.089405,17387500,C14H17N1O8
326.097494,46944240,C14H18O8 13C1
326.10464,6967282,C18H17N1O5
326.112767,6582262,C18H18O5 13C1
326.1339,30887936,C15H22O7 13C1
326.149141,3074054,C19H22O4 13C1
326.17016,3440655,C16H26O6 13C1
327.013521,7860612,C20H8O3S1
327.015916,18764166,C16H8O8
327.037037,112021904,C13H12O10
327.049856,8450452,C21H12O2S1
327.052292,51892628,C17H12O7
327.055679,6689175,C10H16O12
327.062169,3592602,C14H14O8 18O1
327.072414,9138590,C14H16O9
327.073437,210063776,C14H16O9
327.088667,49074596,C18H16O6
327.09986,4581802,C13H18O8 13C2
327.100919,3228075,C13H18O8 13C2
327.109833,208753072,C15H20O8
327.125071,37540276,C19H20O5
327.146215,41177536,C16H24O7
327.161472,17306054,C20H24O4
328.019369,2900798,C15H8O8 13C1
328.032311,6529860,C12H11N1O10
328.040356,14996295,C12H12O10 13C1
328.055702,7222094,C16H12O7 13C1
328.068699,13136724,C13H15N1O9
328.076763,32658264,C13H16O9 13C1
328.083944,11129690,C17H15N1O6
328.092045,8762206,C17H16O6 13C1
328.113165,37737320,C14H20O8 13C1
328.128419,7705454,C18H20O5 13C1
328.149547,7869303,C15H24O7 13C1
328.164793,5690238,C19H24O4 13C1
329.016347,17470704,C12H10O11
329.029169,9778422,C16H10O8
329.031553,39310584,C16H10O8
329.03495,7185657,C9H14O13
329.052713,118707456,C13H14O10
329.067964,64247048,C17H14O7
329.079126,5817612,C12H16O9 13C2
329.08908,134567184,C14H18O9
329.104362,55629080,C18H18O6
329.114078,4865307,C15H20O7 18O1
329.125453,62608672,C15H22O8
329.140747,36885800,C19H22O5
329.177138,14357815,C20H26O4
330.034889,4376234,C15H10O8 13C1
330.056037,17159858,C12H14O10 13C1
330.063248,11630262,C16H13N1O7
330.071351,12416697,C16H14O7 13C1
330.092427,21550786,C13H18O9 13C1
330.0996,7960262,C17H17N1O6
330.107715,9877193,C17H18O6 13C1
330.128822,10368722,C14H22O8 13C1
330.14408100000003,8541913,C18H22O5 13C1
330.180516,3921641,C19H26O4 13C1
331.010865,12908621,C15H8O9
331.014209,6215759,C8H12O14
331.031965,35346520,C12H12O11
331.047246,59070556,C16H12O8
331.062487,13400163,C20H12O5
331.068342,57890920,C13H16O10
331.083624,76634224,C17H16O7
331.098893,9361523,C21H16O4
331.104731,30136438,C14H20O9
331.119992,77486208,C18H20O6
331.156371,42293388,C19H24O5
331.192772,9033883,C20H28O4
332.033981,4516355,C11H12O11 13C1
332.042449,10140166,C15H11N1O8
332.050552,11254281,C15H12O8 13C1
332.065844,4356624,C19H12O5 13C1
332.071715,7969299,C12H16O10 13C1
332.07885,14899733,C16H15N1O7
332.086975,14522905,C16H16O7 13C1
332.108153,2853410,C13H20O9 13C1
332.115192,8321573,C17H19N1O6
332.123353,12982824,C17H20O6 13C1
332.159757,8043064,C18H24O5 13C1
333.024089,10607527,C15H10O9
333.026507,32070568,C15H10O9
333.029843,6233001,C8H14O14
333.041781,13786030,C19H10O6
333.047652,19192752,C12H14O11
333.06051,8739766,C16H14O8
333.062891,94067640,C16H14O8
333.066238,11049912,C9H18O13
333.074124,8190908,C24H14S1
333.078152,15891389,C20H14O5
333.084028,11860928,C13H18O10
333.099265,104029128,C17H18O7
333.11455,7846861,C21H18O4
333.135653,94854104,C18H22O6
333.172039,27876326,C19H26O5
334.029892,4922703,C14H10O9 13C1
334.058122,15375707,C15H13N1O8
334.066234,14572894,C15H14O8 13C1
334.081491,2966885,C19H14O5 13C1
334.094531,14327146,C16H17N1O7
334.102614,19553646,C16H18O7 13C1
334.130921,6528377,C17H21N1O6
334.139007,17948028,C17H22O6 13C1
334.175407,6647180,C18H26O5 13C1
335.005724,7036648,C14H8O10
335.021015,10370798,C18H8O7
335.03974,11976438,C15H12O9
335.042153,72834808,C15H12O9
335.04553,6070009,C8H16O14
335.05741,23568126,C19H12O6
335.078543,126967560,C16H16O8
335.089745,9150219,C24H16S1
335.093793,14917389,C20H16O5
335.114932,155934480,C17H20O7
335.130159,6799132,C21H20O4
335.151318,86466344,C18H24O6
335.187703,13606708,C19H28O5
336.037406,9371798,C14H11N1O9
336.045527,13189273,C14H12O9 13C1
336.060813,3874976,C18H12O6 13C1
336.073797,18014372,C15H15N1O8
336.081908,21307560,C15H16O8 13C1
336.110188,12075188,C16H19N1O7
336.11829,27779256,C16H20O7 13C1
336.154658,17948870,C17H24O6 13C1
337.019035,10338861,C14H10O10
337.021441,28369454,C14H10O10
337.034268,7635507,C22H10O2S1
337.036699,21176884,C18H10O7
337.057817,129983040,C15H14O9
337.073074,24977988,C19H14O6
337.076471,3791429,C14H15N1O8 13C1
337.094205,191586896,C16H18O8
337.105427,7463505,C24H18S1
337.109454,16704082,C20H18O5
337.13059,175989344,C17H22O7
337.145872,8872545,C21H22O4
337.166981,41411176,C18H26O6
338.024701,4768716,C13H10O10 13C1
338.039992,4318162,C17H10O7 13C1
338.053088,16114647,C14H13N1O9
338.06118,20915162,C14H14O9 13C1
338.076399,5149665,C18H14O6 13C1
338.089453,17359846,C15H17N1O8
338.097558,33809384,C15H18O8 13C1
338.112812,3073008,C19H18O5 13C1
338.125774,6255605,C16H21N1O7
338.133933,32302072,C16H22O7 13C1
338.170339,8864775,C17H26O6 13C1
339.015955,13043042,C17H8O8
339.037085,88302952,C14H12O10
339.052344,32990576,C18H12O7
339.073468,194733440,C15H16O9
339.084706,7406974,C23H16O1S1
339.088728,28796288,C19H16O6
339.10986,242443664,C16H20O8
339.125102,20129166,C20H20O5
339.146254,97019288,C17H24O7
339.161495,10085790,C21H24O4
339.182627,11806118,C18H28O6
340.032315,6752001,C13H11N1O10
340.040456,12887812,C13H12O10 13C1
340.055731,6354699,C17H12O7 13C1
340.068733,19113744,C14H15N1O9
340.076834,30140180,C14H16O9 13C1
340.083989,8570646,C18H15N1O6
340.092071,6907674,C18H16O6 13C1
340.105087,11159327,C15H19N1O8
340.113215,41674528,C15H20O8 13C1
340.128475,4429608,C19H20O5 13C1
340.149621,19506992,C16H24O7 13C1
341.016365,22472848,C13H10O11
341.029218,8030358,C21H10O3S1
341.031614,25847960,C17H10O8
341.052749,150825120,C14H14O10
341.068,41642148,C18H14O7
341.071393,8677543,C13H15N1O9 13C1
341.071393,8677543,C11H18O12
341.077782,3596458,C15H16O8 18O1
341.089129,215443632,C15H18O9
341.104387,36628660,C19H18O6
341.125519,137980096,C16H22O8
341.14079,24733892,C20H22O5
341.1619,20916428,C17H26O7
341.177143,8964306,C21H26O4
342.018459,3109414,C12H10O11 13C1
342.034905,5401133,C16H10O8 13C1
342.048009,9955890,C13H13N1O10
342.056098,23145014,C13H14O10 13C1
342.071325,6212156,C17H14O7 13C1
342.084374,13281857,C14H17N1O9
342.092491,34990660,C14H18O9 13C1
342.099674,6769223,C18H17N1O6
342.107736,6265419,C18H18O6 13C1
342.128864,24128082,C15H22O8 13C1
342.144096,6081113,C19H22O5 13C1
342.165161,4106850,C16H26O7 13C1
343.010869,11144118,C16H8O9
343.032017,65825728,C13H12O11
343.044894,8678340,C17H12O8
343.04728,47115204,C17H12O8
343.050649,6155207,C10H16O13
343.068407,133917648,C14H16O10
343.083664,54881236,C18H16O7
343.104784,122252256,C15H20O9
343.120046,48327652,C19H20O6
343.141164,30567402,C16H24O8
343.156428,31026160,C20H24O5
343.192827,7269376,C21H28O4
344.035369,7908690,C12H12O11 13C1
344.04252,10210645,C16H11N1O8
344.050622,9186648,C16H12O8 13C1
344.071738,21179744,C13H16O10 13C1
344.078891,13274467,C17H15N1O7
344.086997,10661222,C17H16O7 13C1
344.10814800000003,19721582,C14H20O9 13C1
344.115294,5963122,C18H19N1O6
344.1234,10128757,C18H20O6 13C1
344.14451,6593918,C15H24O8 13C1
344.159796,7196036,C19H24O5 13C1
345.011281,10546904,C12H10O12
345.024169,11300573,C16H10O9
345.026535,28896990,C16H10O9
345.047669,64646888,C13H14O11
345.062937,71528176,C17H14O8
345.078151,12275443,C21H14O5
345.084056,56061684,C14H18O10
345.099312,78802680,C18H18O7
345.114561,6549250,C22H18O4
345.120452,28667652,C15H22O9
345.135707,70741768,C19H22O6
345.1721,29093656,C20H26O5
346.029914,5660783,C15H10O9 13C1
346.051036,8179831,C12H14O11 13C1
346.058189,13283450,C16H13N1O8
346.066302,13152381,C16H14O8 13C1
346.087395,9752709,C13H18O10 13C1
346.094582,13471880,C17H17N1O7
346.102709,15855755,C17H18O7 13C1
346.123864,3383444,C14H22O9 13C1
346.139041,14938266,C18H22O6 13C1
346.175387,6455464,C19H26O5 13C1
347.005801,8425970,C15H8O10
347.021071,8425976,C19H8O7
347.026918,11129339,C12H12O12
347.039773,15217152,C16H12O9
347.042201,65040896,C16H12O9
347.045607,8974850,C9H16O14
347.057464,15757831,C20H12O6
347.063341,23294474,C13H16O11
347.076152,9277966,C17H16O8
347.078589,100233744,C17H16O8
347.081959,11629072,C10H20O13
347.089815,9089556,C25H16S1
347.09386,13169173,C21H16O5
347.099682,11039256,C14H20O10
347.114978,116224544,C18H20O7
347.151371,77623856,C19H24O6
347.187746,17019450,C20H28O5
348.037423,8147852,C15H11N1O9
348.045545,10204047,C15H12O9 13C1
348.060814,3490709,C19H12O6 13C1
348.065244,6640535,C12H16O11 13C1
